mode,company,ticker,fiscal_year,fuel_surcharge_revenue_musd,base_revenue_musd,fuel_surcharge_pct_of_revenue,scope,method,source_filing,quote
Rail,Union Pacific,UNP,2025,2300.0,23220.0,9.91,"UNP freight revenues (""commodity revenue"" through 2007 10-K), excl. other revenues",stated_dollars,"UNP 10-K, period ending 2025-12-31",Our fuel surcharge programs generated freight revenues of $2.3 billion and $2.6 billion in 2025 and 2024
Truckload,Heartland Express,HTLD,2002,5.9,340.745,1.73,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2003-12-31",Fuel surcharge revenue increased $9.4 million to $15.3 million from $5.9 million
Truckload,Heartland Express,HTLD,2003,15.3,405.116,3.78,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2003-12-31",Fuel surcharge revenue increased $9.4 million to $15.3 million
Truckload,Heartland Express,HTLD,2004,28.5,457.086,6.24,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2004-12-31",Fuel surcharge revenue increased $13.2 million to $28.5 million
Truckload,Heartland Express,HTLD,2005,59.7,523.793,11.4,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2005-12-31",Fuel surcharge revenue increased $31.2 million to $59.7 million
Truckload,Heartland Express,HTLD,2006,81.4,571.919,14.23,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2006-12-31",to $81.4 million in 2006
Truckload,Heartland Express,HTLD,2007,86.6,591.893,14.63,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2007-12-31","to $86.6 million for the year ended December 31, 2007"
Truckload,Heartland Express,HTLD,2008,130.8,625.6,20.91,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2008-12-31",fuel surcharge revenue from $86.6 million in 2007 to $130.8 million in 2008
Truckload,Heartland Express,HTLD,2009,53.3,459.539,11.6,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2010-02-18",fuel surcharge revenue from $130.8 million in 2008 to $53.3 million in 2009
Truckload,Heartland Express,HTLD,2010,75.3,499.516,15.07,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2010-12-31",fuel surcharge revenue from $53.3 million in 2009 to $75.3 million in 2010
Truckload,Heartland Express,HTLD,2011,107.8,528.623,20.39,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2011-12-31",fuel surcharge revenue from $75.3 million in 2010 to $107.8 million in 2011
Truckload,Heartland Express,HTLD,2012,112.4,545.745,20.6,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2012-12-31",fuel surcharge revenue from $107.8 million in 2011 to $112.4 million in 2012
Truckload,Heartland Express,HTLD,2013,118.4,582.257,20.33,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2013-12-31",fuel surcharge revenue from $112.4 million in 2012 to $118.4 million in 2013
Truckload,Heartland Express,HTLD,2014,170.4,871.355,19.56,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2014-12-31",fuel surcharge revenue from $118.4 million in 2013 to $170.4 million in 2014
Truckload,Heartland Express,HTLD,2015,91.8,736.345,12.47,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2015-12-31","fuel surcharge revenues were $91.8 million , $170.4 million"
Truckload,Heartland Express,HTLD,2016,58.378,612.937,9.52,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2016-12-31","Less: Fuel surcharge revenue (non-GAAP) 58,378 91,780"
Truckload,Heartland Express,HTLD,2017,72.485,607.336,11.93,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2017-12-31","Less: Fuel surcharge revenue (non-GAAP) 72,485 58,378"
Truckload,Heartland Express,HTLD,2018,85.258,610.803,13.96,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2018-12-31","Less: Fuel surcharge revenue (non-GAAP) 85,258 72,485"
Truckload,Heartland Express,HTLD,2019,74.955,596.815,12.56,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2019-12-31","Less: Fuel surcharge revenue (non-GAAP) 74,955 85,258"
Truckload,Heartland Express,HTLD,2020,61.725,645.262,9.57,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2020-12-31","Less: Fuel surcharge revenue (non-GAAP) 61,725 74,955"
Truckload,Heartland Express,HTLD,2021,76.116,607.284,12.53,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2021-12-31","Less: Fuel surcharge revenue (non-GAAP) 76,116 61,725"
Truckload,Heartland Express,HTLD,2022,169.173,967.996,17.48,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2022-12-31","Less: Fuel surcharge revenue 169,173 76,116"
Truckload,Heartland Express,HTLD,2023,173.817,1207.458,14.4,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2023-12-31","Less: Fuel surcharge revenue 173,817 169,173"
Truckload,Heartland Express,HTLD,2024,133.86,1047.511,12.78,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2024-12-31","Less: Fuel surcharge revenue 133,860 173,817"
Truckload,Heartland Express,HTLD,2025,96.627,805.709,11.99,Consolidated operating revenue,stated_dollars,"HTLD 10-K, period ending 2025-12-31","Less: Fuel surcharge revenue 96,627 133,860"
Truckload,Knight-Swift Transportation,KNX,2017,245.58,2425.453,10.13,Consolidated; all fuel surcharge (trucking+intermodal); Swift from 9/8/2017 merger,stated_dollars,"KNX 10-K, period ending 2017-12-31","Fuel surcharge (245,580 )"
Truckload,Knight-Swift Transportation,KNX,2018,618.778,5344.066,11.58,Consolidated; all fuel surcharge (trucking+intermodal),stated_dollars,"KNX 10-K, period ending 2018-12-31","Fuel surcharge (618,778 )"
Truckload,Knight-Swift Transportation,KNX,2019,448.618,4843.95,9.26,Consolidated; trucking fuel surcharge (excl. intermodal),stated_dollars,"KNX 10-K, period ending 2019-12-31","Trucking fuel surcharge 448,618 534,398 225,970"
Truckload,Knight-Swift Transportation,KNX,2020,304.656,4673.863,6.52,Consolidated; trucking fuel surcharge (excl. intermodal),stated_dollars,"KNX 10-K, period ending 2020-12-31","Trucking fuel surcharge 304,656 448,618 534,398"
Truckload,Knight-Swift Transportation,KNX,2021,466.129,5998.019,7.77,Consolidated; truckload+LTL fuel surcharge (LTL from ACT/MME 2021),stated_dollars,"KNX 10-K, period ending 2021-12-31","Truckload and LTL fuel surcharge 466,129 304,656 448,618"
Truckload,Knight-Swift Transportation,KNX,2022,920.417,7428.582,12.39,Consolidated; truckload+LTL fuel surcharge (LTL from ACT/MME 2021),stated_dollars,"KNX 10-K, period ending 2022-12-31","Truckload and LTL fuel surcharge 920,417 466,129 304,656"
Truckload,Knight-Swift Transportation,KNX,2023,833.597,7141.766,11.67,Consolidated; truckload+LTL fuel surcharge (incl. U.S. Xpress from 7/1/2023),stated_dollars,"KNX 10-K, period ending 2023-12-31","Truckload and LTL fuel surcharge 833,597 920,417 466,129"
Truckload,Knight-Swift Transportation,KNX,2024,798.121,7410.078,10.77,Consolidated; truckload+LTL fuel surcharge (incl. U.S. Xpress from 7/1/2023),stated_dollars,"KNX 10-K, period ending 2024-12-31","Truckload and LTL fuel surcharge 798,121 833,597 920,417"
Truckload,Knight-Swift Transportation,KNX,2025,777.614,7469.689,10.41,Consolidated; truckload+LTL fuel surcharge (incl. U.S. Xpress from 7/1/2023),stated_dollars,"KNX 10-K, period ending 2025-12-31","Truckload and LTL fuel surcharge 777,614 798,121 833,597"
Truckload,Marten Transport,MRTN,1999,0.352,219.2,0.16,consolidated,stated_dollars,"MRTN 10-K, period ending 2001-12-31","$11.6 million in 2000 and $352,000 in 1999"
Truckload,Marten Transport,MRTN,2000,11.6,260.797,4.45,consolidated,stated_dollars,"MRTN 10-K, period ending 2001-12-31","fuel surcharge revenue of $10.1 million in 2001, $11.6 million in 2000"
Truckload,Marten Transport,MRTN,2001,10.1,282.764,3.57,consolidated,stated_dollars,"MRTN 10-K, period ending 2001-12-31",fuel surcharge revenue of $10.1 million in 2001
Truckload,Marten Transport,MRTN,2002,5.5,293.096,1.88,consolidated,stated_dollars,"MRTN 10-K, period ending 2002-12-31",fuel surcharge revenue of $5.5 million in 2002
Truckload,Marten Transport,MRTN,2003,14.1,334.667,4.21,consolidated,stated_dollars,"MRTN 10-K, period ending 2003-12-31","Fuel surcharge revenue was $14.1 million in the year ended December 31, 2003"
Truckload,Marten Transport,MRTN,2004,26.9,380.048,7.08,consolidated,stated_dollars,"MRTN 10-K, period ending 2004-12-31",net of fuel surcharge revenue of $26.9 million in 2004
Truckload,Marten Transport,MRTN,2005,57.127,460.202,12.41,consolidated,stated_dollars,"MRTN 10-K, period ending 2005-12-31","Fuel surcharge revenue 57,127 26,920"
Truckload,Marten Transport,MRTN,2006,77.265,518.89,14.89,consolidated,stated_dollars,"MRTN 10-K, period ending 2006-12-31","Fuel surcharge revenue 77,265 57,198"
Truckload,Marten Transport,MRTN,2007,87.1,560.017,15.55,consolidated,derived_sum_of_segments,"MRTN 10-K, period ending 2007-12-31","Truckload fuel surcharge revenue 83,786 75,323"
Truckload,Marten Transport,MRTN,2008,132.6,607.099,21.84,consolidated,stated_dollars,"MRTN 10-K, period ending 2009-12-31",fuel surcharge revenue decreasing to $55.7 million in 2009 from $132.6 million in 2008
Truckload,Marten Transport,MRTN,2009,55.7,505.874,11.01,consolidated,stated_dollars,"MRTN 10-K, period ending 2009-12-31",fuel surcharge revenue decreasing to $55.7 million in 2009 from $132
Truckload,Marten Transport,MRTN,2010,75.9,516.92,14.68,consolidated,stated_dollars,"MRTN 10-K, period ending 2010-12-31",Fuel surcharge revenue increased to $75.9 million in 2010 from $55
Truckload,Marten Transport,MRTN,2011,113.0,603.679,18.72,consolidated,stated_dollars,"MRTN 10-K, period ending 2011-12-31",Fuel surcharge revenue increased to $113.0 million in 2011 from $75
Truckload,Marten Transport,MRTN,2012,121.1,638.456,18.97,consolidated,stated_dollars,"MRTN 10-K, period ending 2012-12-31",Fuel surcharge revenue increased to $121.1 million in 2012 from $113
Truckload,Marten Transport,MRTN,2013,127.7,659.214,19.37,consolidated,stated_dollars,"MRTN 10-K, period ending 2013-12-31",Fuel surcharge revenue increased to $127.7 million in 2013 from $121
Truckload,Marten Transport,MRTN,2014,125.2,672.929,18.61,consolidated,stated_dollars,"MRTN 10-K, period ending 2014-12-31",Fuel surcharge revenue decreased to $125.2 million in 2014 from $127
Truckload,Marten Transport,MRTN,2015,72.3,664.994,10.87,consolidated,stated_dollars,"MRTN 10-K, period ending 2015-12-31",fuel surcharge revenue to $72.3 million from $125
Truckload,Marten Transport,MRTN,2016,53.2,671.144,7.93,consolidated,stated_dollars,"MRTN 10-K, period ending 2016-12-31",fuel surcharge revenue to $53.2 million from $72
Truckload,Marten Transport,MRTN,2017,67.1,698.12,9.61,consolidated,stated_dollars,"MRTN 10-K, period ending 2017-12-31",Fuel surcharge revenue increased to $67.1 million in 2017 from $53
Truckload,Marten Transport,MRTN,2018,106.2,787.594,13.48,consolidated,stated_dollars,"MRTN 10-K, period ending 2018-12-31",Fuel surcharge revenue increased to $106.2 million in 2018 from $67
Truckload,Marten Transport,MRTN,2019,103.4,843.271,12.26,consolidated,stated_dollars,"MRTN 10-K, period ending 2019-12-31",Fuel surcharge revenue decreased to $103.4 million in 2019 from $106
Truckload,Marten Transport,MRTN,2020,83.8,874.374,9.58,consolidated,stated_dollars,"MRTN 10-K, period ending 2020-12-31",Fuel surcharge revenue decreased to $83.8 million in 2020 from $103
Truckload,Marten Transport,MRTN,2021,117.7,973.644,12.09,consolidated,stated_dollars,"MRTN 10-K, period ending 2021-12-31",Fuel surcharge revenue increased to $117.7 million in 2021 from $83
Truckload,Marten Transport,MRTN,2022,210.4,1263.878,16.65,consolidated,stated_dollars,"MRTN 10-K, period ending 2022-12-31",Fuel surcharge revenue increased to $210.4 million in 2022 from $117
Truckload,Marten Transport,MRTN,2023,159.4,1131.455,14.09,consolidated,stated_dollars,"MRTN 10-K, period ending 2023-12-31",Fuel surcharge revenue decreased to $159.4 million in 2023 from $210
Truckload,Marten Transport,MRTN,2024,123.7,963.708,12.84,consolidated,stated_dollars,"MRTN 10-K, period ending 2024-12-31",Fuel surcharge revenue decreased to $123.7 million in 2024 from $159
Truckload,Marten Transport,MRTN,2025,104.7,883.652,11.85,consolidated,stated_dollars,"MRTN 10-K, period ending 2025-12-31",Fuel surcharge revenue decreased to $104.7 million in 2025 from $123
Truckload,Werner Enterprises,WERN,2000,51.4,1214.628,4.23,Consolidated operating revenues (FSC is trucking fuel surcharge),stated_dollars,"WERN 10-K, period ending 2001-12-31",decreased from $51.4 million in 2000 to $46.2 million in 2001
Truckload,Werner Enterprises,WERN,2001,46.2,1270.519,3.64,Consolidated operating revenues (FSC is trucking fuel surcharge),stated_dollars,"WERN 10-K, period ending 2001-12-31",decreased from $51.4 million in 2000 to $46.2 million in 2001
Truckload,Werner Enterprises,WERN,2002,29.1,1341.456,2.17,Consolidated operating revenues (FSC is trucking fuel surcharge),stated_dollars,"WERN 10-K, period ending 2002-12-31",decreased from $46.2 million in 2001 to $29.1 million in 2002
Truckload,Werner Enterprises,WERN,2003,61.6,1457.766,4.23,Consolidated operating revenues (FSC is trucking fuel surcharge),stated_dollars,"WERN 10-K, period ending 2003-12-31",increased from $29.1 million in 2002 to $61.6 million in 2003
Truckload,Werner Enterprises,WERN,2004,114.135,1506.937,7.57,Truckload Transportation Services segment revenues,stated_dollars,"WERN 10-K, period ending 2004-12-31","Less: trucking fuel surcharge revenues 114,135 61,571 29,060"
Truckload,Werner Enterprises,WERN,2005,235.69,1741.828,13.53,Truckload Transportation Services segment revenues,stated_dollars,"WERN 10-K, period ending 2005-12-31","Less: trucking fuel surcharge revenues 235,690 114,135 61,571"
Truckload,Werner Enterprises,WERN,2006,286.843,1801.09,15.93,Truckload Transportation Services segment revenues,stated_dollars,"WERN 10-K, period ending 2006-12-31","Less: trucking fuel surcharge revenues 286,843 235,690 114,135"
Truckload,Werner Enterprises,WERN,2007,301.789,1795.227,16.81,Truckload Transportation Services segment revenues,stated_dollars,"WERN 10-K, period ending 2007-12-31","Less: trucking fuel surcharge revenues 301,789 286,843 235,690"
Truckload,Werner Enterprises,WERN,2008,442.614,1881.803,23.52,Truckload Transportation Services segment revenues,stated_dollars,"WERN 10-K, period ending 2008-12-31","Less: trucking fuel surcharge revenues 442,614 301,789 286,843"
Truckload,Werner Enterprises,WERN,2009,176.744,1437.527,12.3,Truckload Transportation Services segment revenues,stated_dollars,"WERN 10-K, period ending 2009-12-31","Less: trucking fuel surcharge revenues 176,744 442,614 301,789"
Truckload,Werner Enterprises,WERN,2010,254.764,1550.601,16.43,Truckload Transportation Services segment revenues,stated_dollars,"WERN 10-K, period ending 2010-12-31","Less: trucking fuel surcharge revenues 254,764 176,744 442,614"
Truckload,Werner Enterprises,WERN,2011,373.384,1694.965,22.03,Truckload Transportation Services segment revenues,stated_dollars,"WERN 10-K, period ending 2011-12-31","Less: trucking fuel surcharge revenues 373,384 254,764 176,744"
Truckload,Werner Enterprises,WERN,2012,376.104,1699.349,22.13,Truckload Transportation Services segment revenues,stated_dollars,"WERN 10-K, period ending 2012-12-31","Less: trucking fuel surcharge revenues 376,104 373,384 254,764"
Truckload,Werner Enterprises,WERN,2013,354.616,1657.854,21.39,Truckload Transportation Services segment operating revenues,stated_dollars,"WERN 10-K, period ending 2013-12-31","Trucking fuel surcharge revenues 354,616 376,104"
Truckload,Werner Enterprises,WERN,2014,349.763,1702.137,20.55,Truckload Transportation Services segment operating revenues,stated_dollars,"WERN 10-K, period ending 2014-12-31","Trucking fuel surcharge revenues 349,763 354,616"
Truckload,Werner Enterprises,WERN,2015,212.489,1644.874,12.92,Truckload Transportation Services segment operating revenues,stated_dollars,"WERN 10-K, period ending 2015-12-31","Trucking fuel surcharge revenues 212,489 349,763"
Truckload,Werner Enterprises,WERN,2016,155.293,1533.981,10.12,Truckload Transportation Services segment operating revenues,stated_dollars,"WERN 10-K, period ending 2016-12-31","Trucking fuel surcharge revenues 155,293 212,489"
Truckload,Werner Enterprises,WERN,2017,205.515,1635.244,12.57,Truckload Transportation Services segment operating revenues,stated_dollars,"WERN 10-K, period ending 2017-12-31","Trucking fuel surcharge revenues 205,515 155,293"
Truckload,Werner Enterprises,WERN,2018,265.078,1881.323,14.09,Truckload Transportation Services segment operating revenues,stated_dollars,"WERN 10-K, period ending 2018-12-31","Trucking fuel surcharge revenues 265,078 205,515"
Truckload,Werner Enterprises,WERN,2019,234.366,1909.776,12.27,TTS segment operating revenues (One-Way Truckload + Dedicated),stated_dollars,"WERN 10-K, period ending 2019-12-31","Trucking fuel surcharge revenues 234,366 265,078"
Truckload,Werner Enterprises,WERN,2020,158.611,1843.209,8.61,TTS segment operating revenues (One-Way Truckload + Dedicated),stated_dollars,"WERN 10-K, period ending 2020-12-31","Trucking fuel surcharge revenues 158,611 234,366"
Truckload,Werner Enterprises,WERN,2021,234.164,2045.073,11.45,TTS segment operating revenues (One-Way Truckload + Dedicated),stated_dollars,"WERN 10-K, period ending 2021-12-31","Trucking fuel surcharge revenues 234,164 158,611"
Truckload,Werner Enterprises,WERN,2022,419.24,2428.686,17.26,TTS segment operating revenues (One-Way Truckload + Dedicated),stated_dollars,"WERN 10-K, period ending 2022-12-31","Trucking fuel surcharge revenues 419,240 234,164"
Truckload,Werner Enterprises,WERN,2023,332.388,2310.81,14.38,TTS segment operating revenues (One-Way Truckload + Dedicated),stated_dollars,"WERN 10-K, period ending 2023-12-31","Trucking fuel surcharge revenues 332,388 419,240"
Truckload,Werner Enterprises,WERN,2024,263.263,2138.293,12.31,TTS segment operating revenues (One-Way Truckload + Dedicated),stated_dollars,"WERN 10-K, period ending 2024-12-31","Trucking fuel surcharge revenues 263,263 332,388"
Truckload,Werner Enterprises,WERN,2025,229.894,2051.944,11.2,TTS segment operating revenues (One-Way Truckload + Dedicated),stated_dollars,"WERN 10-K, period ending 2025-12-31","Trucking fuel surcharge revenues 229,894 263,263"
